Country (Name),ASFIS species (Name),FAO major fishing area (Name),Environment (Name),Unit (Name),Unit,[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
"Korea, Republic of",Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,132,,31,,39,,39,,30,,24,,33,,22,,120,,19,,177,,56,,92,,181,,308,E,262,E,311,E,417,E,645,E,586,E,797,,857,,1218,,1290,,2332,,4617,,8264,,8861,,11090,,15278,,13955,,19748,,18289,,20802,,20305,,22194,,24611,,19872,,11358,,13187,,11640,,11259,,12888,,19569,,15132,,15870,,18595,,16017,,15864,,17873,,18043,,16572,,15228,,17208,,19663,,20979,,22867,,22200,E,21934,,19526.51,,25392.49,
"Korea, Republic of",Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,576,,2519,,1225,,397,,34,,0,...,136,,120,,95,,130,,207,,390,,306,,510,E,551,,877.71,,236.21,
"Korea, Republic of",Marine Fish NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,38,,5,,229,,15,,714,,929,,130,,992,,1147,,1081,,1443,,0,...,0,...,0,...,1493,,1512,,216,,81,,40,,3,,77,,262,,104,,231,,417,,695,,1203,,627,,919,,3811,,151,,0,,66,,25,E,47,,115,,0,...
"Korea, Republic of",Molluscs excl. Cephalopods,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,1,E,1,E,3,E,5,E,9,E,15,E,30,,41,,98,,336,,576,,600,,687,,1228,,1772,,493,,545,,290,,244,,85,,46,,33,,0,...,133,,63,,45,,30,,358,,1413,,551,,4670,,0,...,1708,,2198,,2993,,229,,4085,,3523,,3414,,2749,,3310,,4038,,4793,,4762,,6500,E,5526,,6094.55,,8080.13,
"Korea, Republic of",Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,1200,E,1300,E,2000,E,2200,E,3100,E,3500,E,5500,E,5900,E,8900,E,10200,E,12400,E,9210,E,12856,,60857,,53846,,60796,,72318,,70159,,63200,E,59299,E,74722,,97784,,105945,,117404,,95853,,189363,,218766,,253177,,207371,,284391,,281587,,316371,,280950,,289368,,281714,,369035,,398994,,446852,,422075,,353152,,325590,,307521,,338602,,345696,,264124,,312252,,306738,,302073,,239754,,221032,,222609,,217103,,212433,,291063,,304889,,322650,,391591,,476863,,345888,,329069,,355699,,390979,,370074,,291024,,355982,,334077,,356913,,425635,,411144,E,435163,,414769,,429920.41,
"Korea, Republic of",Pelagic Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,143,,218,,328,,257,,257,,292,,76,,275,,207,,176,,114,,265,,407,,780,E,898,,1087.84,,672.97,
Kuwait,Demersal Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,90,,90,,154,,150,E,176,,346,,179,,179,E,164,,100,E,142,,11,,55,,17.21,,10,E,10,E,10,E,10,E,0,...,0,...,0,...,2.4,,13,E,10.65,,0.12,,0,...,0,...
Kuwait,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,E,70,E,88,,30,,16,,16,E,202,,275,E,185,,557,,293,,274,,262,,300,,309,,299,,301,,295,E,260,E,185.76,,175,E,187,,457.6,,450,E,450,E
Kuwait,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.5,,2,E,0,...,0,...,0,...,0,...
Kuwait,Marine Fish NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,3,E,5,E,8,E,10,E,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,E,2,E,2,E,5.5,,5,E,0,...,0.12,,0,,0,
Kyrgyzstan,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,642,,223,,163,,207,,185,,168,,162,,71,,58,,144,,94,,12,,20,,20,E,20,E,107,,92,,133,,352,E,394.5,,297,,300,E,577.93,,1068.4,,1930.7,,2100,E,2558.7,,4300,E,5100,E,10300,E
Lao People's Dem. Rep.,Aquatic Animals NEI,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,,20,,20,,20,,20,E,20,E,25,E,50,E,50,E,50,E,50,E,50,E,80,E,100,E,110,E,130,E
Lao People's Dem. Rep.,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,16,E,24,E,32,E,48,E,72,E,96,E,128,E,160,E,216,E,272,E,344,E,432,E,536,E,664,E,808,E,984,E,1184,E,1408,E,1680,E,1984,E,2328,E,2500,E,4000,E,5000,E,6000,E,7000,E,8000,E,10000,E,10500,E,10760,E,11000,E,11200,E,12880,E,16000,E,21143,E,21216,E,30362,E,42066,E,50000,E,59716,E,64900,E,64900,E,60000,,59980,E,63230,E,64280,E,74980.5,E,82080,E,95580,E,101870,E,103850,E,90310,E,95915,E,106550,E,109750,E,118620,E,122900,E,129910,E,134878,E
Latvia,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,N,0.1,E,0.2,,0.1,,0.1,,0.01,,0.06,,0.08,,0.06,,0,...,0,...,0,...,0,...,0,...
Latvia,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,641,,339,,560,,525,,380,,345,,425,,468,,325,,463,,430,,637,,545,,542,,565,,727,,584,,517.1,,548.6,,545.4,,574.44,,643.2,,686.22,,862.77,,788.02,,807.94,,829.66,,608.64,,717.45,,901.4,
Lebanon,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,E,5,E,10,E,10,E,15,E,20,E,25,E,25,E,25,E,25,E,25,E,10,E,10,E,10,E,10,E,15,E,18,E,15,E,15,E
Lebanon,Demersal Marine Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,1,E,1,E,1,E
Lebanon,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,10,,20,,40,,25,,40,,70,,120,,200,,300,,300,,375,,200,,100,,100,,80,E,80,,130,E,180,,200,,300,,350,,300,,400,,300,,400,,300,,790,,790,,790,,803,,803,,803,,955,E,1055,E,1155,E,1255,E,1255,E,1155,E,1117,E,1017,E,1017,E,1017,E,917,E,917,E,812,E,762,E
Lesotho,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,10,,23,,27,,22,,24,,27,,23,,15,,19,,20,,13,,23,,25,,26,,30,,25,E,20,E,15,E,17,E,18,E,18,E,14,E,14,E,14,E,8,E,4,,8,,8,,8,E,4,,2,,1,,2,,131,,91,,107.6,,300.4,,300.37,,400.37,,500.43,,900.53,,1001,E,1050,E,1801,E,2500.46,,2550,E,2601,E,1501.3,
Liberia,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,35,,9,,7,,8,,6,,3,,2,,3,E,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,20,E,20,E,22,,14,,30,E,30,E,37,E,45,E,50,E,60,E,60,E,70,E,80,E,90,E,100,E,130,E,165,E,180,E,200,E,220,E,240,E,250,E,255,E,275,
Libya,Demersal Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,30,E,30,E,30,E,30,E,30,E,30,E,30,E,30,E,150,E,231,,231,E,230,E,230,E,100,E,100,E,100,E,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Libya,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,30,E,30,E,50,E,70,E,70,E,80,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E,10,E
Libya,Pelagic Marine Fish,All,Marine,Tonnes - live weight,TLW,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,47,E,147,E,148,E,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Lithuania,Crustaceans,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,E,3,E
Lithuania,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3899,,2907,,1874,,1714,,1537,,1516,,1516,,1650,,1996,,2001,,1750,,2356,,2697,,2013,,2224,,3377,,3008,,3421.6,,3190.99,,3279.61,,3581.96,,4210.88,,3835.8,,4450.17,,4392.74,,3749.07,,3744.43,,4214.65,,4477.45,,5134.71,
Madagascar,Aquatic Animals NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,25,,36,,98.8,,50,E,50,E,50,E,23.95,
Madagascar,Aquatic Plants,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1025,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,700,E,700,E,700,E,800,E,800,E,900,E,5300,,3650,,3650,,3600,,4000,E,1699,,1400,,3575,,6970,,15377,,17423,,17407.2,,5337,,8864.59,,8084.51,,11658,
Madagascar,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,10,E,38,,30,,790,,408,,1535,,2425,,2477,,2492,,3486,,4800,,5399,,7313,,7007,,6243,,6726,,8463,,8462,,8005,,3265,,4005,E,5410,,4956.5,,5367,,4696,,3452,,4139,,5439,,4947.05,,4307.56,,5272.97,,3378.21,
Madagascar,Crustaceans,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,E,9,E,13,E,27,E,53,E,92,E,127,E,168,E,190,,284,,181,,194,,231,,230,E,270,,160,,1585,,1499,,2887,,3177,,2650,,6105,,2011,,2325,E,2480,E,2350,,2400,,2460,,2560,,2670,,2770,,2830,E,2830,E,2850,E,2880,E,3434,,3630,,3606,E,3773,E,3840.21,,4400,,5395,,2434.01,,878.26,,142.97,,1335.7,
Malawi,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,2,E,3,E,4,E,4,,5,,6,,8,,6,,6,E,6,E,3,E,3,E,5,E,5,E,5,E,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Malawi,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,6,E,7,E,14,E,32,E,49,E,68,E,80,E,104,E,139,,119,,175,E,182,E,195,E,209,,211,E,191,E,220,E,220,E,250,E,220,E,221,E,240,E,231,,229,E,590,,530,E,568,,642,,666,,733,,812,,1500,,1500,,1700,,1620,,2631,,2833,,3232,,3705,,4741.56,,4974,,7646.39,,12216.8,,9014,,8262,,9393,,9948,
Malaysia,Aquatic Animals NEI,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5000,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,200,E,200,E,200,E,200,E,500,E,500,E,500,E,500,E,500,E,500,E,500,E,500,E,0,...,0,...
Malaysia,Aquatic Animals NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,54.83,,63.09,,56.25,,53.61,,13.09,,80.92,,120.67,,71.76,,41.56,
Malaysia,Aquatic Plants,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11847,,16125,,18863,E,18871,E,25000,E,30948,E,40000,E,60000,E,90269,E,111298,E,138857,E,207892,E,239450,,331490,,269431.2,,245332,,260760.3,,205989,,202965.58,,174083.2,,188110,,182061,,178896.65,
Malaysia,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,1,E,2,E,3,E,5,E,8,E,13,E,21,E,34,E,158,,167,,62,,144,,287,,811,,1356,,2215,,2530,,3152,,3034,,4290,,6189,,7402,,8130,,9791,,10066,,12376,,16119,,27233,,25893,,26384,,31012,,33526,,35114,,35259,,51118,,69292.3,,87209.92,,67491.5,,55611.11,,49970.61,,61432.6,,52641.16,,43261.65,,45879.06,,45938.46,,53647.38,,48888.59,,56739.72,
Malaysia,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,E,15,E,24,E,33,E,41,E,48,E,55,E,87,,51,,67,,84,,79,,5,,68,,128,,137,,145,,94,,52,,46,,79,,114,,143,,281,,653,,1338,,752,,535,,627,,317,,514,,194,,246,,355,,552,,619,,334,,413.28,,552.78,,474.58,,416.59,,543.33,,467.09,,295.92,,261.84,,257.07,,287.51,
Malaysia,Demersal Marine Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,16,,12,E,9,,28,,18,,28,,99,,107,,146,,169,,144,,153,,288,,1006,,931,,834,,857,,799,,465,,948,,1217,,1101,,1399,,1977,,2284,,2572,,4256,,4208,,0,...,0,...,0,...,0,...,51.18,,32.59,,88.13,,81.07,,98.33,,43.09,,1.85,,0.64,,9.97,,15.8,
Malaysia,Demersal Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,5,E,9,,6,E,6,E,4,E,2,,4,,31,,72,,123,,103,,421,,106,,287,,967,,1556,,2029,,2007,,1392,,1323,,1315,,3085,,2049,,1502,,2352,,3962,,3452,,4549,,4484,,11359,,11137,,12430,,14762,,12651.07,,13410.49,,24235.1,,26127.11,,22088.59,,21940.44,,23566.59,,22134.85,,18024.8,,14116.24,
Malaysia,Freshwater and Diadromous Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,106,E,140,E,183,E,235,,227,,80,,295,,350,,510,,774,,1094,,1503,,1529,,2240,,3368,,2352,,1873,,2137,,2795,,4327,,3580,,1801,,2576,,2664,,2764,,2679,,2526,,3067,,3571,,6476,,9394,,12820,,13075,,13833.45,,14573.79,,32483.52,,28660.07,,15229.63,,26529.45,,14677.48,,17702.1,,24281.89,,36346.68,
Malaysia,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,979,E,1074,E,1165,E,1254,E,1339,E,1420,E,1497,E,1572,E,1641,E,1707,E,1771,E,1831,E,1888,E,1941,E,2002,E,2108,E,2209,E,2311,E,2408,E,2502,E,2596,E,2687,E,2778,E,2867,E,2962,E,3063,E,3182,E,3285,E,3417,E,3629,E,3829,E,4060,E,3525,,4114,,3961,,6440,,4855,,3024,,8149,,8590,,10167,,10945,,15898,,15417,,18553,,18417,,21874,,31529,,32899,,38922,,49352,,42705,,43835,,49322,,55241,,61494,,62382,,69818,,95488,,152079,,154779,,121872,,163343.33,,132338.78,,106256.8,,111728.54,,102804.87,,102129.84,,100974.15,,104339.72,,96952.67,,105407.23,
