Country (Name),ASFIS species (Name),FAO major fishing area (Name),Environment (Name),Unit (Name),Unit,[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Fiji,Aquatic Plants,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,750,,8650,,10850,,5000,,6000,,6300,,3450,,2400,,1650,,0,...,0,...,0,...,0,...,2100,,15090,,5200,,3200,,800,,250,,450,,450,,1190,,650,,660,,440,,560,,450,,430,,170,,1050,,570,,550,E,450,E,300,E,200,E,159.4,,73,
Fiji,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,4,,7,,8,,8,E,7,,7,E,5,E,10,,10,,10,E,17,,20,,60,,35,,39,,45,,41,,0,...,1,,12,,12,E,26,,13,,11,,10,E,0.5,,2,,1,E,1,E,8,E,10,E,10,E,15,E,15,E,15,E,18.3,E,18.1,E
Fiji,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,1,,2,,4,,6,,85,,87,E,91,,93,,40,,20,,2,,5,,5,,8,,10,,5,,5,E,2,,24,,25,,20,,17,,19,,10,,18,,1,,22,,25,E,30,E,35,E,40,E,44.8,,40,
Fiji,Demersal Marine Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...
Fiji,Freshwater and Diadromous Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,1,,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Fiji,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,3,,3,,1,,3,E,10,,14,,20,,72,,70,E,70,E,72,E,122,,245,,243,,301,,312,,254,,393,,133,,82,,82,E,400,,143,,192,,200,,190,,165,,175,,182,,20,,86,,100,E,100,E,100,E,100,E,99.8,E,75,
Fiji,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,1416,,1416,,1416,,0,N,0,N,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Fiji,Others,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,36,,77,,27,,30,,14,,10.9,,17.03,,17,E,20,E,20,E,20,E,10,,12.02,,12,E,10,E,5,E,0,N,12.5,,12.5,E,0,...,0,...,0,...,0.03,,0,,10,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Finland,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,E,190,E,390,E,600,E,800,E,999,E,1201,E,1403,E,1200,,1800,,1800,,2500,,2500,,2646,,2481,,2712,,3175,,3099,,3601,,4112,,3427,,3773,,3894,,3501,,5091,,5369,,4073,,3236,,3828,,3363,,3422,,2952,,3419,,2755,,2679,,2121,,2549,,2972,,2123,,1852,,2234,,2146,,2229,,2159,,2513,,1926,,1930,,2211,,2133,,1962,,2506,,2399.17,,2219.7,,2409.4,,2760,,3229.6,,2972.3,
Finland,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,809,,794,,2209,,2523,,3235,,4145,,5474,,6739,,7233,,8795,,12866,,13459,,13181,,15198,,14673,,13698,,13319,,13923,,14707,,13007,,13269,,12770,,13279,,13190,,12160,,10435,,10969,,12121,,10745,,10796,,11280,,11114,,9846,,9345,,10448,,11480,,11503,,12371,,12013,,12367.2,,11754.3,,12535.8,,11823.3,,11427.1,
France,Aquatic Animals NEI,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,E,2,E,3,E,3,E,3,E,4,E,4,E,4,E,5,E,5,E,5,E,5,E,5,E
France,Aquatic Plants,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,253.9,,206.82,,245.63,,290,
France,Aquatic Plants,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,0,N,6,E,10,E,43,E,6,E,53,E,52,E,70,E,87,,100,,62,,62,,60,,32,,32,,35,,38,,37,,37,,45,,32,,35,,52.6,,124.8,,440,,47.5,,100,E,100,E,100,E,100,E,100,E,100,E,113,,176.09,,97.62,,90,
France,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,11,,13,,14,,0,N,6,,0,N,0,N,0,N,33,,13,,30,,24,,24,,24,,28,,20,,30,,41,,40,,38,,41,,40,,67.6,,90,,50,,44,,44,E,47,,58.2,,61.9,,49.66,,57.11,,44.27,,68.63,,62.06,,63.7,
France,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,3,,5,,13,,14,,5,,5,,5,,10,,15,,15,,20,,20,,20,,19,,18,,18,,25,,20,,20,,20,,20,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Demersal Marine Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,,30,,25,,30,,50,,50,,50,,50,,50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Demersal Marine Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,920,,0,,0,,0,,0,...,240,,210,,240,,240,,250,,250,,250,,250,,250,,250,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Demersal Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,,75,,80,,140,,300,,235,,295,,504,,700,,1759,,3841,,4334,,2708,,4441,,5535,,5321,,5141,,5111,,5986,,6024,,5913,,6749,,6000,,5972,,6556,,2184.2,,3736,E,4335.5,E,4203,E,4510.4,E,4211.6,E,4137.6,E,3506,E,2900,E,3580.82,,5474.29,,4883.28,,4860,
France,Freshwater and Diadromous Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,400,,400,,400,,400,,400,,400,,60,,40,,40,,6,,6,,6,,0,N,0,...,0,...,0,...,0,...,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,1500,,1600,,1800,,2000,,2100,,2400,,2500,,2600,,2800,,3000,,3200,,3600,,4000,,4800,,6400,,9000,,10000,,11605,,12010,,9325,,10540,,11980,,12900,,14150,,15410,,16272,,14216,,15823,,18639,,21243,,23960,,27090,,25595,,26900,,26180,,29030,,37607,,38865,,40910,,40350,,46000,,46855,,51450,,56110,,58320,,59450,,63275,,65017,,58006,,52512,,54188,,59130,,57378,,50500,,45222,,42319,,41148,,41366,,43475.4,,41956,,44005,,41003,,40381,,40512.9,,39850.9,,33869.8,,44583.6,,44037.34,,38510.2,,40982.12,,40835.31,,42410,
France,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8,,16,,25,,25,,16,,35,,65,,130,,275,,335,,340,,350,,750,,532,,725,,725,,1010,,905,,990,,1141,,1130,,1014,,910,,1615,,1193,,1239,,650,,1379,,560,,504,,957,,724,,925,,1284,,1428,,1168,,1362.2,,9,,15,,40.2,,110,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Marine Fish NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,29,,20,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,42.6,,3616.1,,1916,,1752,,742.9,,705.1,,592,,692.4,,600.58,,878.26,,861.59,,1083.64,,978.99,,640,
France,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,102500,,113500,,90200,,113800,,83800,,116900,,101500,,102300,,88800,,105700,,107900,,113100,,102900,,105200,,91820,,102650,,92700,,103650,,96600,,95400,,95904,,73300,,115400,,113200,,121575,,148640,,134354,,164869,,145189,,167319,,181884,,172825,,166772,,169038,,165664,,196989,,205003,,191867,,185016,,182884,,208651,,195836,,196212,,217655,,217098,,215165,,218178,,216400,,203550,,205565,,206829,,186830,,187349,,182255,,190010,,194470,,188726,,188870,,186692.2,,186019.9,,153245,,146437,,159568,,154522.7,,135573.3,,124486.9,,131766.96,,140628.1,,144096.3,,148154.77,,143942.51,,150527,
French Guiana,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,15,,36,,71,,63,,89,,83,,83,,0,,0,,0,,0,,0,,7,,18,,25,,25,,25,,15,,5,,5,,5,,5,,5,,5,,5,,1,E,1,E,1,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
French Guiana,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,6,,12,,23,,32,,32,,32,,32,,30,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,2,E,2,E,2,E,2,E,2,E
French Polynesia,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1.5,,0,...,0,...,0,...,0,...,0,...,4.5,,4,,8,,11,,16,,40,,59,,61,,60,,56,,64,,61,,52,,53,,50,,48,,45,,40,,44,,45,,47,,60,,59,,49,,45,,44,,39,,39,,54.3,,69.7,,77.2,,87,,90.6,,99.6,,117.7,,133,E,134,E,144,E,157.2,E
French Polynesia,Crustaceans,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,2,,3,,3,,3,,6,,6,,13,,7,,13,,14,,13,,17,,20,,20,,17,,15,,11,,8,,8,,6,,4,,4,,2,,0,N,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...
French Polynesia,Crustaceans,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,2,E,2,E,2.5,E,3,E,3,E,5,E,7,E,7,E,4.2,E
French Polynesia,Demersal Marine Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,1,,2,,1,,2,,0,N,0,...,0,...,0,...,6.9,,10.3,,8.5,,12.8,,22.9,,22.6,,23.9,,19,E,13,E,10,E,15.3,E
French Polynesia,Freshwater and Diadromous Fish,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,7,,9,,1,,6,,5,,1,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...
French Polynesia,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,2,,0,N,1,,1,,1,,1,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...
French Polynesia,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,1,,1,,3,,3,,4,,5,,2,,3,,10,,2,,2,,3,,9,,15,,11,,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...
French Polynesia,Marine Fish NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,N,1,,4,,1,,1,,1,,8,,7,,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
French Polynesia,Molluscs excl. Cephalopods,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,0,...,0,...,0,...,0,...,5,,17,,13,,6,,5,,9,,7,,2,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
French Polynesia,Others,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50.21,E,92.1,,0,...,0,...,0,...,0,...,0,...,0,...,378.17,,544.96,,490.7,,529.38,,753.19,,565,,940.82,,758.67,,866.62,,1278.84,,1953.06,,1835.8,,2886.83,,2419.1,,2209.19,,1901.68,,1866.36,,2145.44,,2857.72,,2573.56,,2609.97,,1984.76,,1798.7,,1217.79,,1582.97,,1696.67,,1725.36,,1307.99,,1382.14,E
Gabon,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,2,,3,,3,,2,,2,E,2,E,3,E,5,E,8,,28,,39,,62,,57,,158,,558,,558,,102,,83,,80,,80,,78,,126,,124,,124,,126,,130,,130,,48,,46,,45,,45,E,50,E,50,E,55,E,55,E,65,E,65,E
Gambia,Crustaceans,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,53,,60,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Gambia,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,4,E,4,E,4,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,5,E,13,E,13,E,13,E,15,E,15,E,15,E,15,E,13,E,13,E,13,E,15,E
Gambia,Molluscs excl. Cephalopods,All,Brackishwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E,20,E
Georgia,Freshwater and Diadromous Fish,All,Freshwater,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1045,,580,,228,,157,,101,,61,,96,,83,,86,,80,,52,,56,,72,,107,E,150,E,180,,422,E,705,E,850,E,1000,E,1155,E,1305,E,1475,E,1635,E,1745,E,1962,,2281.5,,2344.7,,1926.9,,2690.4,
Georgia,Freshwater and Diadromous Fish,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,60,E,80,E,100,E,100,E,100,E,100,E
Georgia,Marine Fish NEI,All,Marine,Tonnes - live weight,TLW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,E,20,E,0,...,0,...,0,...,0,...,0,...,0,...
