Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Dominica,All,Imports,Tonnes – net product weight,TPW,372,,388,,374,,308,,209,,180,E,300,E,260,E,325,E,332,E,302,E,268,,289,,385,,492,E,482,E,490,E,505,E,479,,880,,589,,411,,631,E,765,,678,,573,,576,,513,,587,,523,,432,,556,,523,,720,,334,,444,E,391,E,405,E,946,E,1028,E,562,E,417,E,457,E,439.12,E,398.73,E,397.73,E
Dominica,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,1,,0,...,1,,0,...,0,...,0,...,0,N,0,N,0,...,0,...,0,...,81,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Dominican Republic,All,Exports,Tonnes – net product weight,TPW,646,,852,,771,,657,,856,,1070,,1089,,1310,,1069,,2193,,1542,E,1187,,916,,1361,,540,,124,E,218,E,401,E,169,E,752,E,748,,2054,,2215,,2085,,1907,,2178,,2869,,5205,,1280,,1780,,1079,,927,,1321,,1349,,2214,,5389,,3774,,3797,,4630,,3469,,2087,,3733.39,,4705.12,,6469.63,E,3998.34,,1381.65,
Dominican Republic,All,Imports,Tonnes – net product weight,TPW,9600,E,13554,,12008,,15753,,18845,,13415,,14119,,14415,,8046,,15375,,19068,E,16165,E,18593,E,18683,E,18589,E,14026,E,11682,E,15981,E,15939,E,16420,E,18174,E,22620,E,21679,E,25430,E,28630,E,28345,E,25515,,21356,,21971,,23440,,30783,,35206,,31370,,38210,,34505,,38466,,36119,,29010,,35169,,35380,,39776,,62096.53,,72785.8,,69993.18,,77398.24,,86223.07,
Ecuador,All,Exports,Tonnes – net product weight,TPW,65271,,96975,,106665,,129142,,155165,,147911,,162443,,69781,,156584,,247081,,268864,,200058,,219624,,185084,,149564,,153257,,132398,,152129,,173202,,220888,,314729,,284778,,269650,,297710,,264238,,303994,,271707,,325628,,353563,,373843,,458575,,478074,,481468,,502555,,504667,,620888,,640055,,699770,,765775,,792059,,916611,,903015,,1097569,,1100172.11,,1152740.32,,1395176.56,
Ecuador,All,Imports,Tonnes – net product weight,TPW,136,,285,,370,,508,,536,,153,,7,,0,...,6,,50,,0,...,0,...,0,...,0,...,6333,,11452,,1902,,10669.45,,18914.27,,20427,,22767.15,,14831,,39405.42,,12620,,8321.02,,24605,,45732,,61662,,54448.32,,48722,,58341,,97957,,169470,,205907,,201945.78,,212337.36,,129013,,100385,,179993,,134521,,111372,,109799,,146751.64,,204175.14,,141173,,167080.12,
Egypt,All,Exports,Tonnes – net product weight,TPW,184,,309,,131,,364,,278,,275,,384,,215,,204,,216,,747,,717,,1034,,2200,,3460,,2363,,1790,,1262,,1700,,1860,,2225,,2017,,1296,,903,,1016,,1265,,2574,,3154,,4960,,5474,,4374,,4439,,6982,,5199,,10814,,11024,,15859,,21427,,28775,,28150,,48628,,37192,,22028.89,,31085.24,,28817.42,,27948.51,E
Egypt,All,Imports,Tonnes – net product weight,TPW,66074,,42516,,79910,E,36941,E,57361,E,97002,E,104991,E,148098,E,166835,E,108314,E,141770,E,132165,E,121877,E,123851,E,144072,E,105482,E,138785,E,104306,E,159385,,129065,,207971,,166706,,217079,,245606,,261154,,260922,,176700,,177805,,241670,,243189,,259606,,276276,,212678,,249845,,342463,,271564,,342325,,288360,,585644,,526530.3,E,404291,,400566,,457008,,600256.88,,534006.41,,290570.66,
El Salvador,All,Exports,Tonnes – net product weight,TPW,3511,,3943,,3759,,3840,,4148,,4348,,3513,,2274,,3642,,3484,,4843,,3938,,3594,,3326,,3679,,4191,,4022,,3710,,5230,,4966,,6040,,4894,,4962,,6793,,3083,,2955,,8013,,12192,,15796,,22611,,18329,,21251,,23451,,23826,,18576,,18504,,23520,,26301,,26936,,26154,,29806,,31663,,26853,,27981.19,,28916.2,,28820.11,
El Salvador,All,Imports,Tonnes – net product weight,TPW,1496,,2031,,2092,,2643,,4177,,1511,,685,,394,,1298,,816,,1117,,2051,,2420,E,2835,E,2724,,2441,,3745,,6206,,6976,,4676,,3748,,3707,,3101,,3508,,5404,,6573,,4719,,8364,,12303,,32763,,20294,,28248,,12701,,41709,,24773,,14469,,17555,,23461,,25058,,21963,,19907,,24102,,21811,,21525.07,,17195.62,,12263.58,
Equatorial Guinea,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,2,,3,,207,,194,,149,E,0,...,0,...,0,...,257,E,40,E,0,...,0,...,0,...,0,...,15,E,246,E,281,E,683,E,746,E,395,E,144,E,29,E,20,E,28,E,6,E,26,E,30,E,20,E,30,E,10,E,21,E,30,E,24,E,23,E,24,E,24,E,21,E,30,E,28.66,E,24.47,E,27.7,E
Equatorial Guinea,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,1402,E,2423,,3023,,1561,,1655,,3585,,1696,,3288,,2649,,3039,E,4602,,3817,E,4259,,1635,,3162,,4106,E,3137,E,2710,E,1889,E,2055,E,2485,E,4320,E,3326,E,4460,E,6181,E,5899,E,7773,E,7551,E,6365,E,10461,E,7924,E,9645,E,12462,E,12092,E,9705,E,6383,E,6366,E,7658,E,6436,E,7760,E,9158.17,E,11315.71,E
Eritrea,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,E,15,E,83,E,0,...,293,E,526,E,162,E,190,E,596,,277,E,273,E,73,E,306,E,101,E,47,E,0,...,1,E,91,E,4,E,0,...,5,E,6,E,37,E,79,E,46.4,E,11.68,E,2.96,E
Eritrea,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13,E,90,E,7,E,0,...,31,E,46,E,104,E,104,E,1627,,747,E,72,E,207,E,80,E,89,E,13,E,49,E,2,E,81,E,28,E,67,E,12,E,9,E,5,E,30,E,52.46,E,25.78,E,35.94,E
Eritrea,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,54,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Estonia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14525,E,67170,,104622,,106974,,92997,,149383,,165443,,119787,,106289,,163381,,148549,,131914,,102424,,135995,,126031,,120969,,131055,,125951,,136529,,123461,,125090,,115843,,108036,,101690,,96520,,102436,,110257,,130003.91,,113683.95,,112994.19,
Estonia,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1799,,6314,,23510,,29188,,28548,,70503,,72199,,46213,,54705,,64815,,59932,,56843,,39073,,40624,,38434,,47997,,57253,,43440,,40464,,44235,,61837,,60933,,56361,,46867,,37737,,39895,,42609,,57723.96,,66692.19,,66373.64,
Eswatini,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1005,,782,,1031,,1711,,1134,,1204,,1599,,2455,,1478,,910,,95,,97,E,24,E,20,E,20,E,3,E,1,E,1,E,1,E,30,,12,,0,N,9.34,,20.1,,2.04,E
Eswatini,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10179,,7382,,6643,,6343,,4572,,3969,,7366,,7543,,5033,,2925,,2121,,1619,E,1173,E,1115,E,1149,E,1456,E,1775,E,3226,E,2965,E,2620,,3146,,2986,,2861.27,,2928.96,,2879.65,
Eswatini,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,663,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Ethiopia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,23,,1,E,8,,7,,6,,8,,11,,32,,32,,166,,102,,414,,755,,599,,730,,858,,1075,,1068,,807,,922,,964,,371,,357,,289,,194.81,,597.76,,98.99,
Ethiopia,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,27,,15,,68,,169,,58,E,323,,160,,331,,241,,194,,420,,483,,558,,575,,1038,,832,,1150,,825,,751,,783,,857,,1446,,1187,,1310,,1215,,1128,,827,,1654.4,,923.69,,1652.16,
Ethiopia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,49,,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...
Ethiopia PDR,All,Exports,Tonnes – net product weight,TPW,343,,211,,0,...,0,...,0,...,11,,12,,20,,17,,180,,80,,100,,20,,36,,97,,2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Ethiopia PDR,All,Imports,Tonnes – net product weight,TPW,343,,528,,346,,81,,4,,678,,4,,33,,18,,77,,273,,3,,28,,500,,171,,4,,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Falkland Is.(Malvinas),All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2598,,4597,,5967,,1447,,1824,,1980,,5915,,27192,,31538,,17112,,46069,,42216,,67688,,59250,,40386,,66330,,49672,,80728,,66050,,55382,,66656,,51659,,99559,,58074,,69981,,60462,,67651,,38583,,47190,,61081,,79804,,79661,,61025,,103496,
Falkland Is.(Malvinas),All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17,E,21,E,14,E,23,E,23,E,44,E,18,E,12,E,195,E,102,E,212,E,342,E,113,E,42,E,140,E,127,E,181,E,39,E,32,E,33,E,34,E,42,E,28,E,37,E,28,E,28,E,153,E,18,E,10,E,38.41,E,119.79,E,101.14,E
Faroe Islands,All,Exports,Tonnes – net product weight,TPW,118550,,140144,,120042,,104996,,113873,,105745,,91691,,124340,,128852,,138615,,127464,,141636,,151608,,135328,,179200,,181131,,181953,,169500,,160926,,222594,,281085,,291284,,282345,,268372,,322133,,367841,,355728,,421594,,366179,,311000,,301785,,391177,,349815,,313716,,399412,,377205,,443642,,420849,,429899,,394757,,407996.3,,499169,,458256.5,,511097.2,,502770,,515865,
Faroe Islands,All,Imports,Tonnes – net product weight,TPW,3916,,106,,3819,,1500,,2031,,6247,,5788,,4343,,3067,,2646,,3421,,4204,,6747,,5386,,22702,,22032,,41369,,39873,,52269,,55132,,96148,,72197,,86520,,75404,,61994,,85600,,75680,E,92781,,76528,,52814,,51881,,36261,,46038,,83520,,47203,E,46185,E,59082,E,33722,E,23672.1,E,32254,E,40665,E,35102,E,36149,E,21088.6,E,49870.4,E,63423.04,E
Fiji,All,Exports,Tonnes – net product weight,TPW,477,,2384,,4135,,5586,,3406,,5504,,2685,,5144,,4827,,3211,,4995,,5987,,8794,,8253,,8815,,9796,,7045,,11942,,13874,,12828,,13365,,17584,,13949,,14411,,12933,,15177,,17505,,19394,,21487,,24294,,26833,,32262,,39636,,38427,,51282,,39208,,15017,E,35227,,22315,,22625,,26342.51,,22847.5,,17815.39,,49552.73,,10270.1,,7355.63,
Fiji,All,Imports,Tonnes – net product weight,TPW,8609,,11061,,14682,,10575,,12847,,11345,,8829,,8037,,8650,,11271,,15856,,13347,,26184,,23356,,17749,,24209,,13537,,22087,,14206,,17543,,15086,,17964,,16441,,12753,E,9161,,16406,,19842,,35694,,37929,,34572,,24248,,24639,,25155,,23495,,39018,,72777,,80588,,64377,,121927,,83469,,59819,E,44551,,31425,,26493.74,,25070.97,,22800.9,
Fiji,All,Reexports,Tonnes – net product weight,TPW,3141,,3632,,4421,,1686,,3820,,1924,,734,,504,,428,,1153,,178,,1092,,1420,,2007,,2018,,763,,12,,31,,80,,1052,,2419,,10,,28,,28,,0,...,0,...,3,,0,...,0,...,506,,0,...,3424,,1709,,6390,,11843,,35417,,60800,,47836,,61334,,23098,,39192,,42809.92,,37483.76,,0,...,36824.59,,24554.63,
Finland,All,Exports,Tonnes – net product weight,TPW,441,,548,,1995,,2685,,3946,,5873,,4027,,7859,,8099,,6979,,2383,,5034,,5259,,3550,,3304,,1849,,2284,,2336,,8218,,11678,,12190,,18672,,15810,,22204,,16364,,16143,,13632,,10503,,18874,,24692,,26823,,43705,,51603,,59918,,58159,,59014,,59669,,60764,,66126,,69073,,71055,,76927,,85499,,87244.62,,82903.79,,78832.42,
Finland,All,Imports,Tonnes – net product weight,TPW,81814,,64376,,79588,,98329,,113378,,111959,,119846,,116786,,113142,,120115,,103958,,107744,,108023,,112211,,114978,,104508,,105250,,99992,,179340,,107019,,131917,,146441,,107462,,70698,,89896,,106272,,95833,,90758,,102816,,97002,,104021,,104635,,96660,,100882,,103586,,106059,,115309,,116567,,116199,,113122,,101479,,118093,,117573,,97961.25,,97985.75,,90703.4,
France,All,Exports,Tonnes – net product weight,TPW,130009,,126125,,134625,,132904,,141536,,144961,,162178,,180088,,166181,,203271,,229748,,238628,,261513,,313693,,348582,,350309,,378356,,405497,,412139,,387731,,411797,,409825,,385284,,447666,,480708,,442998,,406566,,482642,,516032,,424046,,437576,,421513,,441970,,358666,,353427,,326832,,369999,,342574,,322751,,348788,,353605,,353119,,360279,,361139.15,,346468.51,,374505.46,
France,All,Imports,Tonnes – net product weight,TPW,401753,,456439,,475390,,484524,,496461,,510859,,527680,,547058,,550401,,590079,,629348,,704672,,745553,,779601,,869361,,865724,,888215,,879601,,929084,,919988,,947635,,941400,,1008808,,1032035,,1013696,,1058048,,1025997,,1059721,,1104643,,1131102,,1133730,,1114096,,1112214,,1131076,,1150586,,1144640,,1121817,,1113042,,1121097,,1130650,,1151490,,1183611,,1204221,,1216534.25,,1210544.51,,1339831.41,
French Guiana,All,Exports,Tonnes – net product weight,TPW,1003,,1852,,939,,2205,,3079,,3664,,3636,,2776,,2670,,2645,,2941,,3777,,3527,,4454,,4416,,4915,,4585,,4117,,5002,,4839,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
French Guiana,All,Imports,Tonnes – net product weight,TPW,1468,E,1692,,1566,,2774,,3255,,3391,,3529,,3198,,2800,,2594,,2443,,1957,,1352,,1078,,1293,,1210,,1561,,1504,,1759,,1838,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
French Polynesia,All,Exports,Tonnes – net product weight,TPW,68,,164,,45,,200,,0,N,11,,4,,25,,1,,1,,16,,28,,53,,3,E,127,,130,E,116,E,223,,184,,217,,115,,1933,,1441,,1835,,2597,,3608,,3197,,3153,,2598,,3482,,3154,,3264,,2826,,2684,,3141,,3934,,4301,,4329,,3726,,3948,,2646.14,,2803.19,,3096.37,,3336.06,,2144.9,,2898.26,E
French Polynesia,All,Imports,Tonnes – net product weight,TPW,1161,,951,,1324,,1508,,1420,,1537,,1464,,1496,,1440,,1611,,1836,E,1739,E,1935,,2200,E,2048,,2100,E,2250,E,2275,,2346,,2169,,2342,,2189,,2794,,1941,,2266,,2296,,2311,,2564,,2509,,3079,,2640,,2958,,2899,,3002,,2858,,2617,,2967,,2587,,2863,,2492,,2215.09,,2305.45,,2416.82,,2198.3,,2103.24,,2286.68,E
Gabon,All,Exports,Tonnes – net product weight,TPW,27,,224,,43,,1025,,166,,2079,,1422,,1701,,1357,,1489,,1755,,2082,,1390,,2792,,918,,1063,E,945,E,728,,902,,1386,E,680,,1527,,2206,,2624,,3297,,2886,,3781,,2039,,4888,,4840,,4400,,2248,,2890,,1534,,1306,E,1179,E,1225,E,1188,E,1309,E,1163,E,1032,E,1032,E,928,E,904.89,E,859.62,E,838.48,E
Gabon,All,Imports,Tonnes – net product weight,TPW,2829,,4987,,3958,,6068,,7767,,8079,,7878,,7522,,9219,,8419,,10019,,11100,,8729,,8092,,6698,,7480,,7049,,9931,,8058,,3416,E,12094,,11553,,10575,,9522,,11073,,11595,,1864,,3914,,7828,,8218,,10699,,9179,,10133,,12171,,11095,E,15957,E,15972,E,18972,E,24223,E,24566,E,26315,E,20118,E,28961,E,29201.26,E,28037.93,E,24033.05,E
Gambia,All,Exports,Tonnes – net product weight,TPW,11697,E,17571,E,9777,E,1600,,1330,,1000,,1195,,644,,0,...,987,,828,,1070,,1068,,1085,,1450,,1546,,1442,E,1586,,2088,,1844,E,1803,,1747,,1313,,1656,,1474,,692,,916,,608,,293,E,837,E,86,,2050,,1976,,3971,,6146,,2406,,1971,,1519,,1625,,1925,E,2623,,5145,,5097,,5880.88,,6994.32,,7141.9,
Gambia,All,Imports,Tonnes – net product weight,TPW,9626,E,11069,E,7576,E,100,E,234,E,338,,146,E,615,,836,E,350,E,300,E,200,E,0,...,3,,7,,54,,88,E,320,,124,,187,E,334,,446,,817,,866,,834,,719,,1618,,2148,,1885,E,1170,E,1940,E,2416,,2774,,3529,,6014,,3665,,2146,,1714,,1075,,1423,E,1497,,2048,,1588,,2888.86,,1389.13,,2387.92,
Gambia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,48,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,652,,542,,111,,69,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Georgia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,255,,147,,450,,1462,,206,,428,,880,,3049,,432,,7855,,3616,,17342,,6235,,7770,,14973,,21514,,26110,,11264,,2038,,13074,,20044,,22417,,23962,,14128,,19567,,11790.24,,27786.12,,18062.54,
Georgia,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1193,,464,,2302,,5198,,5186,,6504,,4528,,2808,,2703,,3774,,5126,,9911,,15718,,19396,,22117,,27398,,19857,,21755,,22553,,21645,,23311,,21440,,21419,,21194,,21977,,17168,,18676.02,,18724.42,,17124.42,
Georgia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,...,1,,37,,0,...,0,...,0,...,0,...,0,...,261,,245,,97,,464,,250,,148,,147,,59,,166.8,,1353.36,,90.37,
Germany,All,Exports,Tonnes – net product weight,TPW,190181,,200907,,197092,,203497,,238198,,236181,,330017,,329102,,384546,,384096,,365339,,354849,,368526,,486890,,437775,,411388,,406107,,466940,,598363,,554417,,608988,,671889,,635526,,627945,,647025,,656591,,675758,,655752,,700281,,737835,,738374,,842271,,847667,,864241,,882127,,836773,,921721,,904839,,1014458,,965572.1,,925551.2,,903446.7,,962776.5,,865589.43,,817526.45,,784634.86,
Germany,All,Imports,Tonnes – net product weight,TPW,825267,,813987,,779706,,847886,,915996,,793269,,958476,,951871,,1007516,,1197527,,1210711,,1049438,,1009505,,1238554,,1155666,,1096767,,1081133,,1025595,,1198847,,1125699,,1123891,,1144731,,1166287,,1033934,,1154010,,1067841,,1076102,,1050496,,1029000,,1114430,,1159362,,1187364,,1147185,,1279389,,1231343,,1217334,,1257456,,1172779,,1303765,,1206889,,1241760,,1157561,,1173045,,1147460.1,,1191991.42,,1113895.71,
Ghana,All,Exports,Tonnes – net product weight,TPW,2993,,7427,,38340,,39284,,29082,,33708,,32169,,29468,,25908,,26890,,33020,,21420,,25592,,13531,,25413,,31024,E,23304,E,24786,E,32734,E,29543,E,31568,,43694,,35730,,40941,,54742,,60236,,45338,E,45983,,47877,,35907,,24062,,25772,,23675,,19412,E,24536,E,24729,E,28479,E,26048,E,27707,E,34148,E,43342,E,69241,,80053,,73556.68,,61690.9,,41178.39,E
Ghana,All,Imports,Tonnes – net product weight,TPW,102561,,61823,,64468,,52766,,32646,,29028,,19603,,22590,E,15160,E,26128,E,34874,E,21672,E,14126,,23448,,22698,,26576,,41052,,40983,,39145,E,58708,E,104378,,219939,,186922,,198035,E,171361,,174317,,230054,,109875,,285518,E,269173,,302012,,372592,,294003,,256709,,216702,,333923,,241715,,356268,,279073,,299753,,370794,,361309,,357813,,393503.66,,291224.62,,342308.29,
Greece,All,Exports,Tonnes – net product weight,TPW,6961,,7453,,6385,,9240,,6502,,5011,,4900,,5928,,7980,,9226,,11311,,14395,,12223,,16937,,12454.3,,14749,,20686,,31047,,26019,,32394,,41644,,55712,,54435,,71780,,81328,,84530,,72030,,84638,,98542,,96938,,116751,,136319,,120081,,129457,,135934,,119828,,131144,,128088,,120037,,118271,,132347,,144266,,145547,,150011.81,,151606.33,,160304.61,
Greece,All,Imports,Tonnes – net product weight,TPW,33818,,27065,,33610,,35993,,33045,,55374,,60690,,55387,,62264,,68166,,76082,,78729,,71616,,84937,,82867.2,,79358.1,,77900,,81285.7,,91687.8,,95839.7,,116586.3,,129679,,144171,,138092,,160505,,195111,,194454,,205764,,173760,,211883,,208115,,242069,,240555,,245117,,211220,,189134,,198025,,194928,,210561,,201973,,215796,,216023,,229313,,247589.93,,246208.53,,265057.15,
Greenland,All,Exports,Tonnes – net product weight,TPW,22710,,21480,,23186,,32311,,42842,,49844,,39995,,41694,,35792,,47474,,52891,,55912,,70527,,89316,,72832,,58891,,60093,,57797,,58776,,62588,,75250,,73217,,74861,,76804,,104522,,112676,,128077,,144426,,121115,,138748,,136669,,111273,,120058,,105733,,114907,,112833,,132480,,197056,,226773,,184814,,190653,,228412,,247825,,201762.82,,206276.47,,210577.51,
Greenland,All,Imports,Tonnes – net product weight,TPW,210,,482,,416,,180,,229,,266,,255,,215,,1180,,318,,389,,1031,,361,,909,,635,,1935,,4068,,2929,,2248,,2048,,889,,326,,376,,372,,1012,,1347,,997,,1450,,1874,,783,,1305,,492,,805,,1996,,1724,,958,,748,,844,,906,,1270,,849,,603,,968,,1122.98,E,816.72,E,773.17,E
Grenada,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,10,,11,,16,,9,,0,...,0,...,0,...,0,...,0,...,19,,100,,71,,21,,70,,72,E,195,E,286,E,488,,415,,840,,989,,1419,,1143,,709,,624,,624,,455,,497,,519,,530,,436,,657,E,702,,666,,724,,693,,807.31,,697.02,,986.69,,765.26,,549.74,,831.56,,512.54,,606.91,
Grenada,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,479,,489,,508,,462,,470,,329,,504,,560,,457,,565,,578,,572,,537,,600,,420,E,376,E,402,E,459,,1012,,685,,790,,870,,673,,975,,923,,1144,,1193,,1310,,1555,,1406,,1122,,989,,617,E,588,E,611,E,488,E,778.17,,942.11,,949.17,,922.85,,999.59,,1005.61,,824.19,,917.41,
Grenada,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,6,,0,...,1,,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,1,,21,,1,,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.07,,0,...,0,...
Guadeloupe,All,Exports,Tonnes – net product weight,TPW,0,...,11,,8,,11,,8,,20,,19,,19,,14,,65,,34,,12,,11,,42,,25,,21,,15,,40,,15,,11,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guadeloupe,All,Imports,Tonnes – net product weight,TPW,2525,,2606,,2659,,2758,,2920,,3123,,2754,,3843,,3310,,3439,,3822,,3851,,4506,,4603,,4498,,5154,,5317,,5262,,5655,,6257,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guam,All,Exports,Tonnes – net product weight,TPW,0,...,1035,E,2185,E,4080,E,2850,E,0,...,0,...,3400,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Guam,All,Imports,Tonnes – net product weight,TPW,0,...,1035,E,2185,E,4080,E,2850,E,0,...,0,...,3400,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
