Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Libya,All,Imports,Tonnes – net product weight,TPW,3173,,262,,7099,,8209,,10167,,7676,,11897,,15280,E,29700,E,17500,E,10578,E,13108,E,19764,E,18644,E,4154,,9245,,9620,E,8873,E,4595,E,5032,E,7182,E,7572,E,4035,E,3829,E,4489,E,4969,E,4182,E,4438,,4782,,9360,E,13638,E,17067,,17489,,27843,,43472,,39252,E,55782,E,57135,E,51800,E,41572,E,41757.46,,74976.05,,43801.56,,55692.2,,46752.13,E,35649.76,E
Lithuania,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,21769,,5365,E,20197,,44133,,61467,,63419,,73012,,30189,,31386,,65255,,71701,,94136,,79191,,100566,,93158,,107027,,95325,,108035,,98870,,99197,,100722,,114310,,123075,,123850,,126811,,128720,,144014,,148400.67,,150476.02,,152506.73,
Lithuania,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1639,,6894,E,42773,,40165,,87944,,101500,,99119,,59237,,66684,,103910,,85465,,93538,,87096,,103292,,94474,,102957,,108646,,112158,,114486,,109708,,120714,,138477,,150730,,142487,,147967,,152646,,161833,,157372.43,,160466.35,,159077.87,
Luxembourg,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6114,,4398,,3398,,2624,,2070,,1488,,911,,889,,1181,,1323,,1809,,1617,,1360,,1313,,1309,,1424,,1242,,1304,,1519,,1230.64,,966.03,,1170.52,
Luxembourg,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,12919,,11032,,9856,,9870,,9105,,8354,,8513,,8353,,8641,,8764,,10652,,11028,,11798,,11419,,12122,,12368,,12466,,12083,,12954,,12600.97,,12158.55,,12432.35,
Madagascar,All,Exports,Tonnes – net product weight,TPW,3301,,4314,,3488,,3561,,3435,,3261,,3989,,3597,,4022,,4428,,4531,,6705,,5957,,6308,,7929,,9048,,16005,,19846,,24732,,27619,,26743,,16020,,17344,E,16042,E,14233,,31371,,32867,,31232,,28664,,24428,,33619,,30218,,22802,,20024,,22862,,25840,,17498,,19384,,24410,,20910,,22045,,26034,,24261,,26385.69,,24129.51,,24035.26,
Madagascar,All,Imports,Tonnes – net product weight,TPW,162.7,,314.44,,30.43,,61.59,,75.22,,137,,26,,73,,48,,148,,130.03,,100.41,,269.4,,262,,252.07,,248.26,,15308,,13616,,8099.57,,10632.14,,6962.1,,16594,E,12995.67,E,15647,E,13656,E,12685.54,E,17643.35,E,23356.49,E,19430,E,15842,,30357.01,,24024.52,,15483.37,,15346,,19684,,23203,,17769.06,,18737.08,,25012.04,,15548.1,,14463.11,,14338.11,,8255.6,,22555.53,,10863.33,,21850.13,
Madagascar,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,421,,531,,166,,36,,101,,32,,378,,214,,1322,,785,,996,,1166,,2061,,521,,1442.59,,110,E,100,E
Malawi,All,Exports,Tonnes – net product weight,TPW,823,,1065,,783,,1045,,2518,,1468,,1473,,911,,324,,254,,185,E,306,,207,,41,,97,,56,,43,,183,,58,,61,,71,,54,,33,,43,,42,,40,,26,,43,,42,,168,,585,,32,,34,,15,,21,,67,,49,,23,,14,,12,,20,,43,,69.82,,128.95,,98.9,,533.08,
Malawi,All,Imports,Tonnes – net product weight,TPW,466,,139,,292,,259,,237,,192,,358,,596,,140,,177,,87,,194,,517,,742,,1366,,1339,,1319,,798,,1050,,798,,463,,956,,474,,701,,1688,,513,,425,,598,,1047,,598,,2023,,1947,,3740,,2666,,2262,,1551,,1434,,1925,,2660,,2766,,3309,,2488,,4117.51,E,3784.32,,5252.46,,4371.7,
Malawi,All,Reexports,Tonnes – net product weight,TPW,5,,0,...,0,...,0,N,4,,0,...,5,,0,N,3,,14,,0,...,0,...,0,...,0,...,1,,9,,6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Malaysia,All,Exports,Tonnes – net product weight,TPW,103027,,84160,,115973,,117158,,121762,,133696,,120008,,106444,,117829,,163500,,182754,,172894,,138275,,155079,,154060,,164739,,195139,,198846,,194989,,189238,,192184,,105888,,100324,,91844,,95435,,126229,,203327,,160262,,270695,,275006,,255890,,303461,,283494,,257413,,290662,,295022,,266469,,246146,,239458,,252733,,296626,,237333,,263616,,298954.99,,354345.06,,338930.47,
Malaysia,All,Imports,Tonnes – net product weight,TPW,115501,,121862,,134577,,176011,,151227,,149574,,184359,,161471,,232102,,217951,,238405,,256279,,240142,,265266,,225845,,243893,,254112,,259806,,273527,,257886,,288878,,297802,,250126,,300256,,322923,,353400,,464172,,386586,,325116,,400766,,440135,,440270,,386051,,411544,,424032,,365460,,417029,,449221,,469716,,424316,,408251,,425901,,431308,,457179.07,,479769.07,,575383.24,
Malaysia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,45284,,44915,,48966,,49797,,0,...,72150,,7879,,6499,,9428,,7424,,14575,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Maldives,All,Exports,Tonnes – net product weight,TPW,10102,,12618,,13037,,14742,,16945,,15848,,12166,,10186,,16413,,22396,,22613,,19928,,26581,,31385,,32005,,27777,,20842,,23954,,25017,,21442,,31683,,33158,,31961,,36794,,31108,,31609,,47637,,72199,,78021,,84287,,113273,,68158,,66697,,41252,,34933,,39809,,41769,,43549,,50000,,45958,,49114,,74474,,71774,,60015.36,,67456.85,E,81415.98,
Maldives,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,59,E,0,...,303,,577,,464,,495,,348,,884,,1264,,1399,,856,,1471,,2748,,1970,,2253,,3965,,3712,,3510,,3836,,3782,,4071.06,,3634.03,E,3399.73,
Mali,All,Exports,Tonnes – net product weight,TPW,2602,,2029,,1154,,1147,,2163,,1237,,1360,,274,,399,,971,,1100,,519,,561,,714,,345,,363,,345,,301,,250,,256,E,1893,,670,,411,,400,,776,,990,,1136,,425,,461,,378,,337,,634,,496,,301,E,333,,909,,186,,389,E,1020,E,1079,E,1661,,1219,,973.33,,1722,,1927.09,E,3347.43,E
Mali,All,Imports,Tonnes – net product weight,TPW,234,,205,,222,,153,,315,,0,...,436,,49,,247,,1263,,1311,,2827,,1828,E,1610,E,2487,,2282,E,2222,E,2458,E,679,,1274,E,826,,1628,,1923,,2949,,2784,,3175,,2900,,5618,,7027,,11052,,13022,,14753,,16222,,16892,E,23664,,22648,,25013,,23849,E,34636,E,35112,E,54501,,62562,,69605.44,,71554.44,,74898.61,E,88463.65,E
Mali,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Malta,All,Exports,Tonnes – net product weight,TPW,5,,0,...,0,...,0,...,45,,61,,73,,94,,595,,1548,,46,,388,,77,,83,,66,,123,,259,,1082,E,1013,,641,E,1300,,1585,,1602,,1853,,1992,,2269,,3150,,3314,,1470,,1380,,4489,,3175,,4698,,2455,,7293,,4445,,6025,,8533,,8541,,11133,,14472,,12242,,14709,,12226.62,,12738.1,,13772.94,
Malta,All,Imports,Tonnes – net product weight,TPW,1947,,2088,E,2369,E,2359,E,4278,E,3276,E,1955,E,2165,E,2438,E,3796,E,2953,E,3397,E,3301,,5385,,3932,,5374,,6165,,5480,E,6197,,6987,E,7172,,7788,,7555,,7894,,8081,,17360,,14614,,27246,,26481,,17005,,23413,,30563,,26879,,36241,,24636,,20181,,29497,,30028,,33699,,32184,,56705,,68129.5,,81198.5,,54164.3,,52998.8,,55372.84,
Malta,All,Reexports,Tonnes – net product weight,TPW,0,N,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,7,,0,...,0,...,579,,285,,86,,83,E,0,...,0,...,0,...,104,,14,,72,,93,,606,,276,,82,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Marshall Islands,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,110,E,100,E,81,E,90,E,6,E,570,E,99,E,33,E,174,E,3989,E,11131,E,16555,E,15006,E,21643,E,25589,E,15390,E,20406,E,25953,E,36418,E,40449,E,53581,E,55124,E,58123,E,61862,E,56185,E,50121,E,46755,E,47023,E,72031.57,E,50022.21,E,47817.18,E
Marshall Islands,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,45,E,190,E,150,E,59,E,115,E,112,E,95,E,70,E,65,E,60,E,55,E,60,E,60,E,65,E,60,E,100,E,327,E,112,E,60,E,120,E,103,E,267,E,285,E,357,E,308,E,392,E,586,E,1077,E,762,E,1403,E,1151,E,3028,E,1700,E,2712,E,1411,E,1388,E,2610,E,3826,E,2498.53,E,7648.15,E,2901.91,E
Martinique,All,Exports,Tonnes – net product weight,TPW,0,...,23,,8,,56,,25,,41,,19,,26,,13,,43,,12,,31,,98,,41,,134,,50,,17,,59,,27,,16,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Martinique,All,Imports,Tonnes – net product weight,TPW,3410,,4538,,4866,,5217,,4477,,5485,,4278,,5419,,4540,,5391,,5810,,5758,,6505,,6936,,6609,,7181,,7616,,7693,,7933,,8026,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mauritania,All,Exports,Tonnes – net product weight,TPW,17429,,20713,,23109,,10471,E,11418,,30193,E,33500,E,43774,E,37295,E,42965,E,53818,E,60030,E,52233,E,48351,E,42373,E,41511,E,41802,E,39599,E,35744,E,39402,,42936,E,34677,E,42117,,52755,E,86425,E,86781,,94868,,89515,,74836,,104165,,95645,,116566,,142449,,93193,,134263,,264473,,359722,,261949,,333615,,623918.53,,489125,,643824,,897503.93,,949886.36,,655751.03,,628826.12,
Mauritania,All,Imports,Tonnes – net product weight,TPW,79,,0,...,0,...,0,...,12,,0,...,111,,64,,176,,135,E,100,E,117,E,153,E,294,,258,E,555,,303,,374,,455,E,569,E,502,E,883,E,795,E,869,E,120,,173,,414,,457,,165,,1795,,321,,569,,684,,1433,,2332,,1987,,2915,,3142,,4430,,3102.04,,4427,,3931,,2686.67,,2007.69,,5906.05,,9722.55,
Mauritius,All,Exports,Tonnes – net product weight,TPW,1219,,1810,,1790,,1384,,1317,,1701,,2322,,2550,,3177,,4449,,3492,,4464,,5678,,5187,,3742,,6748,,7567,,8511,,9899,,13592,,14006,,15912,,13019,,15203,,18160,,27382,,28945,,32555,,33412,,36770,,52852,,52248,,49731,,52796,,66733,,61614,,69832,,70750,,84336,,76998,,79675,,146999,,141222,,134140.08,,120462.69,,98494.97,
Mauritius,All,Imports,Tonnes – net product weight,TPW,7077,,9365,,11080,,9397,,9088,,9028,,7433,,6762,,6891,,6560,,7180,,5471,,5820,,7978,,11104,,10273,,26115,,15857,,23748,,33866,,33256,,33538,,36328,,32164,,44496,,53227,,85406,,65365,,82521,,106135,,153602,,131917,,153131,,150043,,145859,,166676,,156347,,178024,,192985,,189893,,193736,,188408,,169687,,177551.93,,150562.43,,129698.75,
Mauritius,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,116,,0,...,0,...,0,...,0,...,0,...,21097,,18075,,20720,,30507,,30215,,37208,,35940,,39780,,44781,,38975,,47439,,57598,,67240,,79251,,80225,,0,...,0,...,0,...,0,...,0,...
Mayotte,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,0,...,0,...,0,...,0,...,0,...,0,...,4,,29,,129,,202,,131,,124,,122,,122,,95,,83,,80,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mayotte,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,22,E,55,E,416,E,35,E,0,...,666,,918,,1190,,1195,,1063,,1290,,1345,,1160,,1740,,1384,,1250,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Mexico,All,Exports,Tonnes – net product weight,TPW,46937,,51993,,56699,,53527,,60495,,53796,,50133,,45863,,40769,,67850,,112027,,128239,,130326,,139019,,123312,,120749,,107959,,105275,,87979,,203205,,249287,,240166,,175833,,207333,,189482,,223661,,214901,,203630,,141966,,128452,,196790,,195637,,258976,,290433,,232984,,362876,,336585,,257982,,234681,,172926,,176244,,290275,,327865,,340152.3,,329813.79,,406065.49,
Mexico,All,Imports,Tonnes – net product weight,TPW,34678,,15745,,34264,,56685,,40870,,34443,,34774,,8908,,21188,,8009,,7437,,5163,,37362,,63353,,87331,,77447,,71516,,131027,,144190,,108042,,95658,,98224,,64078,,122162,,172271,,117711,,79180,,95586,,158222,,151171,,180685,,206001,,195045,,144764,,190184,,199249,,200725,,220057,,254504,,278448,,312358,,300812,,294689,,266345.45,,248075.09,,324522.15,
Micronesia (Fed. States),All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,9310,,12546,,10964,E,17056,E,5495,E,6011,E,6694,E,11381,E,7456,E,17414,E,14311,E,17005,E,25434,E,23227,E,23299,E,8821,E,12978,E,16498,E,16698,E,19513,E,22531,E,30366,E,19779,E,31078,E,43718,E,38162,E,49288,E,72364,E,87798.06,E,95640.04,E,136910.93,E
Micronesia (Fed. States),All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,324,E,645,E,541,E,378,E,956,E,2054,E,2207,E,3292,E,1871,E,1827,E,814,E,1098,E,1033,E,1414,E,1159,E,1575,E,1525,E,1177,E,943,E,1143,E,1065,E,1153,E,1614,E,2100,E,3162,E,2622,E,2322,E,2396,E,2161,E,2323,E,4412,E,5331.21,E,2510.14,E,1981.54,E
"Moldova, Republic of",All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,356,,97,,122,,43,,0,...,2,,3,,22,,114,,0,...,0,N,12,,0,N,1,,0,N,1,,0,N,0,N,4,,0,N,0,N,0,N,1,,3,,0,N,3.62,,0.58,,3.54,
"Moldova, Republic of",All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5460,,7984,,16236,,15583,,14885,,10140,,12827,,20693,,20107,,19738,,25041,,29763,,28183,,27310,,35134,,29690,,28852,,26381,,28347,,31085,,30651,,24694,,27282,,27748,,28528,,28579.64,,28701.5,,31595.87,
"Moldova, Republic of",All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,89,,536,,2010,,206,,572,,4,,0,...,0,...,0,...,114,,5,,20,,36,,5,,30,,27,,0,...,0,...,0,N,14,,5,,0,N,20,,1,,2.52,,2.1,,0.04,
Mongolia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,104,,205,,181,,347,,525,,427,,150,,263,,382,,172,,392,,321,,135,,54,E,45,E,176,E,210,E,119,E,34,,61,,93,,31,,22,E,9,,30.3,,30.51,,0.01,E
Mongolia,All,Imports,Tonnes – net product weight,TPW,1500,,600,,1000,,1020,,959,,824,,675,,756,,1053,,826,E,1339,E,1155,E,1156,E,1051,E,1050,E,0,...,0,...,30,E,0,...,30,,54,,109,,35,,85,,342,,484,,446,,429,,222,,333,,321,,644,,833,E,729,E,998,E,1370,E,2008,E,1473,,1421,,980,,1023,,1132,,1370,,2059.94,,1978.31,,3218.66,
Mongolia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,9,,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...
Montenegro,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,300,,253,,52,,255,,131,,42,,8,,3,,9,,1,,21,,14,,5,,15.24,,22.75,,26.46,
Montenegro,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2581,,3370,,3218,,3215,,3168,,3126,,2998,,3299,,3163,,3333,,3760,,4215,,4231,,5399.81,,3281.47,,4391.85,
Montserrat,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.02,,0,E
Montserrat,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,48,,71,E,72,E,73,E,62,,67,,67,,62,,77,,64,,64,,51,,50,,65,,72,,64,,77.03,,66.34,,72.85,,161.12,,126.44,,149.44,,91.12,E
Montserrat,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.01,,0,...,0,...,0,...,0,...,0.04,,0,...
Morocco,All,Exports,Tonnes – net product weight,TPW,98305,,67905,,82691,,79989,,70591,,142701,,108297,,157644,,162487,,159875,,168010,,184539,,183579,,172979,,183031,,212654,,183337,,194507,,204987.34,,235799.41,,196661.89,,196381.99,,229573.5,,256600.76,,330743.94,,373163.84,,354842,,334952.98,,276397,,356034.51,,427262.6,,408699.95,,484713.54,,531203.04,,499530.51,,365996.79,,490663.79,,543543.58,,593414.05,,658404.61,,692486.42,,717140.5,,714893.02,,775121.92,,838134.55,,817749.59,
Morocco,All,Imports,Tonnes – net product weight,TPW,188,,81,,42,,36,,29,,24,,32,,32,,324,,45,,1303,,858,,1990,,3191,,2176,,1182,,4106,,11347,,9401,,5940,,6071,,18256,,22037,,16749,,14831,,13230,,18948,,22878,,33266,,32858,,44977,,49286,,69834,,47556,,52984,,59416,,50948,,54424,,74134,,78518,,66273,,70896.85,,99583.5,,98683.58,,77501.59,,100042.03,
Mozambique,All,Exports,Tonnes – net product weight,TPW,3803,,3000,,3300,,3800,,5000,,7600,,5900,,4800,,4400,,5400,,4754,,4761,,4395,,4198,,6336,,7841,,8610,,8699,,9708,E,9671,,10435,E,13122,E,12354,E,15796,E,10925,E,8585,,12565,,11141,,13442,,14869,,16570,,12409,,12450,,9976,,9685,,8222,,7541,,10060,,14814,,11996,,10521,E,9938,E,13812,E,12359.42,E,9020.11,,9250.06,E
Mozambique,All,Imports,Tonnes – net product weight,TPW,9472,,7000,E,13343,E,18241,,15739,,9625,,15221,E,16968,E,11900,E,9032,E,11263,,11909,,13907,E,7515,E,6966,E,7544,E,4600,E,4790,E,2044,E,1995,E,1651,E,7588,E,2270,E,3400,E,6363,E,4567,,6693,,11422,,14973,,22012,E,17783,,14967,,19722,,18757,,16791,,27951,,27358,,45582,E,50561,E,52597,,37546,E,35710.84,E,40399.54,E,38181,E,56904.69,,59112.07,
Myanmar,All,Exports,Tonnes – net product weight,TPW,646,,1092,,1900,E,2800,E,4900,,6600,,8700,,10200,,6500,,5700,,4900,E,4446,,3578,,5432,,9274,,13928,,14259,,28488,,23216,,96740,,54361,,67401,,74180,,126873,,116609,,144623,,201667,,212999,,205463,,276699,,298071,,286054,,351652,,324710,,374187,,373898,,387371,,376848,,345247,,338284,,394397,,487886,,494225.95,,451952.99,,471852.52,,387702.51,
Myanmar,All,Imports,Tonnes – net product weight,TPW,2,E,2,E,25,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,406,E,1394,E,530,E,631,E,615,E,561,E,775,E,699,E,390,E,580,E,415,E,4071,,464,E,1026,E,1648,E,1826,E,1354,E,1668,E,2400,E,2827,E,4840,E,6102,E,6592,E,5414,E,7254,E,6009,E,6542,,5410,,7907,,5318.35,,8412.05,,4769.54,
Myanmar,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8364.12,,0,...,0,...
Namibia,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,236940,E,263100,E,320804,E,308583,E,266783,,293877,,427647,,408677,,411198,,342132,E,363830,,341711,,328099,,284671,,431177,,351383,,373572,,362682,,327775,,372398,,359134,,404608,,409548,,433338,,404151,,468198,,402963,,394001.3,,329490.1,,348326.15,
Namibia,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11658,,35788,,47874,,34393,,130948,,48138,,21307,,16723,,24193,,19232,,14717,,21152,,24560,,36808,,31948,,19330,,20255,,24691,,27505,,24441,,27150,,26793,,32147,,26947.88,,34963.42,,29770.3,
Namibia,All,Reexports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4438,,3032,,4819,,0,...,0,...,0,...,0,...
Nepal,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,291,,413,,353,,246,,107,,76,,80,E,0,...,0,...,62,E,51,E,0,...,0,...,145,E,17,E,33,E,25,E,2,E,9,,41,E,18,E,0,...,0,...,0,...,9,,1,,6,,16,,12,,4,,6,,14,,19,,13.76,,3.3,,0,...,22.86,
Nepal,All,Imports,Tonnes – net product weight,TPW,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,767,,234,,203,,351,,291,,137,,0,...,0,...,0,...,548,E,450,E,338,E,429,E,115,E,178,E,204,E,177,E,142,E,575,,310,E,306,E,714,E,1024,E,2389,E,5972,,5151,,12455,,12731,,10127,,14052,,9779,,12153,,10545,,13910.32,,13244.95,,7723.85,,11860.47,
Netherlands (Kingdom of the),All,Exports,Tonnes – net product weight,TPW,273405,,279298,,314169,,368427,,393744,,483498,,543107,,520570,,556837,,606431,,660933,,639238,,604152,,684336,,778236,,732211,,815922,,848448,,919522,,780037,,723049,,755142,,689188,,855736,,720774,,742912,,791346,,923872,,1048167,,1096505,,992260,,961649,,858915,,855772,,959875,,870561,,959488,,913187,,1134866,,1177030,,1221545,,1417125,,1416297,,1418987.88,,1374462.09,,1420876.15,
Netherlands (Kingdom of the),All,Imports,Tonnes – net product weight,TPW,313980,,295534,,334390,,355529,,351404,,357860,,414574,,368225,,458605,,532019,,482097,,514205,,538434,,606767,,671551,,659022,,685767,,678934,,1001286,,842467,,625096,,601021,,525025,,752685,,687266,,722681,,693930,,780348,,728795,,817933,,829136,,865435,,779759,,869571,,977849,,894556,,967419,,890593,,975945,,859541,,891597,,1104170,,1099487,,1071190.87,,1111724.11,,1173641.36,
Netherlands Antilles,All,Exports,Tonnes – net product weight,TPW,0,...,0,...,0,...,40,E,0,...,0,...,0,...,0,...,0,...,51,,21,,25,,13,,26,,226,,137,,36,,32,,26,,33,,206,E,390,E,3300,E,6190,E,7326,E,7925,E,6608,E,8320,E,9305,E,2223,E,3113,E,1990,E,10200,E,15519,E,12837,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
