Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S
Samoa,All,Imports,Value (USD 1000),USD (1000),903,,1668,,1085,,2534,,1555,,1986,,1244,,1076,,1090,E,1610,E,1230,E,2018,,2400,E,2900,E,3288,,3300,E,3500,E,3960,E,3147,E,3355,E,6096,E,5748,E,4481,E,6045,E,8201,E,3601,,3959,,4832,,4599,,4608,,6109,,6568,,6670,,5115,,5940,,6753,,7195,,7559,,6726,,8619.68,,8931,,6550.5,,8786.4,,7209.17,,10683.5,E,10632.29,
Sao Tome and Principe,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,277,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,39,E,47,E,24,E,17,E,26,,96,E,270,,77,,2,,0,...,0,...,18,,24,,11,,9,,7,,0,N,1,,1,,19,,50,,29,,2,,2,,2.74,,0.16,,0,...
Sao Tome and Principe,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,76,,0,...,65,,0,...,0,...,0,...,534,,428,,394,,680,E,750,E,1200,E,680,E,1430,E,390,E,240,E,648,E,213,E,220,E,49,E,43,,82,,11,,15,,39,,20,,17,,82,,148,,164,,162,,151,,319,,327,,375,,355,,271,,329,,307,,307,,394.85,,285.74,,330.89,
Saudi Arabia,All,Exports,Value (USD 1000),USD (1000),1256,,1447,,1777,,1763,,3279,,2988,,6904,,7653,,1302,,3326,,2607,,5316,,5532,,8999,,1584,,4068,,4064,,2754,,735,E,2066,E,4235,,5701,,8244,,9105,,8366,,10322,,9238,,25507,,28305,,45212,,47389,,60569,,64013,,73095,,119200,,72839,,54524,,40123,,70469,,90077,,132047,,272516,,296270,,141492.71,,81765.2,,131040.78,
Saudi Arabia,All,Imports,Value (USD 1000),USD (1000),9678,,24204,,30158,,45949,,72242,,78513,,92687,,91223,,74282,,73428,,59065,,58612,,63550,,66896,,56392,,78170,,57201,,54882,,52135,,90022,,88795,,95790,,105952,,110322,,109301,,131053,,130148,,136690,,182285,,205053,,243816,,250746,,239119,,232318,,385526,,490206,,637777,,644418,,678599,,636807,,629861,,614779,,654138,,721323.21,,679271.63,,595474.63,
Saudi Arabia,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,968,,2410,,1143,,447,,65,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,588,,908,,558,,136,,230,,1189,,1760,,989,,1256,,1269,,1169,,0,...,13,,3025,,3481,,5683,,7534,,10322,,10057,,0,...,0,...,12543,,0,...,5030.33,,11083.81,
Senegal,All,Exports,Value (USD 1000),USD (1000),52480,,63433,,75533,,93093,,103712,,105758,,146666,,138002,,142059,,166231,,259110,,178163,,171284,,209113,,216489,,218073,,188320,,127068,,231600,E,264373,E,310541,,286667,,309763,,301529,,260373,,251324,,223227,E,279039,,316182,,255200,,260784,,315995,,225067,,243885,,240235,,310643,,266103,,288817,,396437,,352903,,377692,,408330,,498289,,570713.8,,490828.67,,572141.48,
Senegal,All,Imports,Value (USD 1000),USD (1000),6446,E,11916,,15557,,12420,,20575,,23200,,13604,,21110,,16468,,19484,,18550,,18892,,38119,,37042,,47412,,24539,,21276,,11752,,11970,E,17215,E,11258,E,21801,E,15760,E,3789,E,1651,E,872,,666,,680,,1504,,1277,,1085,,2080,,2827,,1160,,5800,,17589,,14926,,19287,,15018,,20039,,21945,,36953,,84579,,61823.54,,57943.66,,63418.94,
Senegal,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,,0,...,0,...,0,...,83074,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1405,,2077,,3270,,3344,,3434,,3357,,3712,,4522,,7075,,5763,,13357,,15875,,18003,,18151,,15632.11,,19332.12,
Serbia,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,71376,,91691,,107866,,81475,,69837,,102856,,100492,,88328,,93405,,70689,,70516,,95194,,108361,,110370.59,,107551.28,,130060.45,
Serbia,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,111,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia and Montenegro,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13814,E,338,E,71,E,504,E,1588,,1163,,787,,940,,713,,815,,521,,285,E,1023,,2449,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia and Montenegro,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,32768,E,11885,E,14598,E,19835,E,57391,,52768,,61689,,38444,,33679,,39884,,52647,,45672,E,69679,,66091,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Seychelles,All,Exports,Value (USD 1000),USD (1000),506,,417,,519,,1002,,1555,,704,,1119,,1406,,1511,,1533,,1045,,5494,,13236,,11592,,13252,,16119,,17446,,14323,,21694,,22713,,39715,,68838,,88895,,108443,,113465,,150712,,171871,,297351,,270683,,299618,,292249,,286175,,324558,,316036,E,284969,,362417,,507702,,493396,,431036,,375923,,565410,E,536270,,485193,,420619.21,,462554.42,,506510.53,
Seychelles,All,Imports,Value (USD 1000),USD (1000),87,,122,,79,,151,,88,,84,,56,,82,,92,,289,,179,,3108,,7619,,4827,,4698,,5372,,4076,,6987,,7987,,8942,,19206,,18949,,16280,,3128,,11517,,15453,,23619,,67469,,75821,,78510,,95755,,81959,,63583,,86995,E,97211,,132057,,148123,,142709,,129936,,97001,,124745,,164990,,163825,,109293.85,,135688.53,,128433.08,
Seychelles,All,Reexports,Value (USD 1000),USD (1000),0,...,3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,0,...,31,,27,,3,,0,...,0,...,0,...,0,...,0,...,18,,0,...,0,...,0,...,0,...,12,,0,N,1,,1,,6,,0,N,57,,53,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sierra Leone,All,Exports,Value (USD 1000),USD (1000),3,,22,,0,...,353,E,2380,E,5660,E,7370,E,4472,,2004,,6480,E,8292,,7650,E,8220,E,11200,E,16260,E,10500,E,10770,E,45854,,47805,,48100,,33093,,31162,E,13366,E,12295,E,11055,E,10887,E,7158,E,6759,E,6055,E,6513,E,6119,E,6295,E,6247,E,6730,E,6855,E,6960,E,7377,E,7247,E,7019,E,7566,E,7376,E,5440,,4673,E,4383.82,E,4298.61,E,4554.89,E
Sierra Leone,All,Imports,Value (USD 1000),USD (1000),1405,,1484,,2060,E,2610,,5698,,7416,,1896,,4235,,3140,,3600,E,2653,E,800,E,1225,E,1565,E,1850,E,2040,E,2030,E,1788,E,3609,E,3312,E,2829,E,3562,E,715,E,767,E,1015,E,2129,E,825,,3755,E,1944,E,1971,E,1670,E,3591,E,3397,E,4052,E,2862,E,3325,E,2734,E,3391,E,4786,,10784,,7487,,6385,,7639,,7441.92,E,7775.18,E,8995.2,E
Sierra Leone,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,19,,0,...,0,...,0,...,0,...
Singapore,All,Exports,Value (USD 1000),USD (1000),40655,,60924,,76830,,101136,,117648,,134844,,139454,,152111,,163586,,161943,,204268,,289354,,356193,,359071,,422428,,502918,,497009,,484233,,577443,,511324,,450097,,424464,,340326,,394943,,457105,,388184,,325267,,335331,,422195,,427544,,396388,,385455,,398016,,321098,,384518,,416370,,367196,,339621,,323114,,376654,,365690,,342992,,357504,,316011.93,,246219.75,,299108.97,
Singapore,All,Imports,Value (USD 1000),USD (1000),68016,,88799,,103169,,112845,,141325,,161704,,183421,,200335,,224133,,204376,,257666,,312955,,370311,,366126,,365617,,461712,,544633,,567114,,630661,,440698,,424137,,397357,,267531,,468044,,544165,,473241,,497176,,599269,,706016,,776389,,757944,,818704,,914863,,824248,,971041,,1162463,,1074992,,1073334,,1109339,,1093000,,1129644,,1096665,,1162525,,1126942.33,,981098.09,,1107325.76,
Slovakia,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2449,,2114,,2091,,2175,,2550,,3006,,1862,,1798,,1630,,2335,,3270,,5470,,4699,,5614,,6530,,7743,,5136,,10054,,12811,,9767,,16656,,25904,,11648,,10106,,11942,,19395,,18015.97,,15657.56,,20671.55,
Slovakia,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25459,,33639,,34820,,42100,,44169,,47687,,33184,,30479,,32655,,37611,,37469,,44030,,50670,,70092,,62412,,72795,,69217,,80379,,92681,,89856,,97770,,123461,,104749,,104361,,110551,,124724,,126587.89,,131148.9,,161392.24,
Slovenia,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8701,,5914,,6227,,4394,,5794,,5120,,6244,,6605,,6249,,5856,,6131,,7443,,10981,,33046,,20370,,19114,,25894,,26641,,24878,,28006,,26110,,28014,,32104,,28547,,39539,,39327,,44510,,45413.74,,46986.99,,62854.7,
Slovenia,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,19313,,19653,,23536,,27052,,29199,,28846,,30294,,29467,,27034,,28376,,31947,,37817,,50317,,72259,,66505,,74059,,89131,,83589,,80661,,95798,,87153,,92163,,98870,,92381,,112237,,116623,,129007.93,,133641.69,,122861.59,,164186.92,
Solomon Islands,All,Exports,Value (USD 1000),USD (1000),9121,,9283,,8440,,19594,,28072,,25080,,14686,,18609,,22875,,21625,,30662,,26801,,38494,,29161,,22080,,39595,,33967,,26746,,30856,,42984,,30566,,41407,,28100,E,25955,E,12555,E,15468,E,9952,E,14914,E,15458,E,13275,E,23425,,22826,,20808,E,20866,,19945,,22286,E,41012,,37006,,53897,E,62132,E,80543,,59256,E,60296,E,64659.98,E,35558.61,E,46248.76,E
Solomon Islands,All,Imports,Value (USD 1000),USD (1000),201,,270,,287,,286,,476,,434,,566,,319,,476,,679,,808,,253,,626,,733,,197,,260,,141,,18,,22,,83,,113,,110,E,92,E,79,E,336,E,273,E,1093,,338,,567,,636,,1831,,2356,,2429,E,2188,E,3658,E,2517,,2015,,4647,,2433,,2137,,2315,,2665,,2900,,3415.83,E,2792.01,E,3155.6,E
Solomon Islands,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,9,,1,,0,...,0,...,0,...,0,...,0,...
Somalia,All,Exports,Value (USD 1000),USD (1000),2483,,1493,,409,,589,,442,,2526,,2558,,1331,,3710,E,3350,E,2950,E,3250,E,7800,E,11490,E,14770,E,11615,E,13795,E,7166,E,6421,E,10161,E,7349,E,10938,E,4599,E,4058,E,2298,,3444,E,3479,E,3395,E,9790,E,4592,E,4602,E,3276,E,4597,E,3076,E,1411,E,2104,E,1110,E,1349,E,1751,E,3915,E,5059,E,5932,E,8677,E,16583.06,E,16467.61,E,15870.03,E
Somalia,All,Imports,Value (USD 1000),USD (1000),0,N,69,,0,N,2,,213,,0,...,7,,35,,0,...,0,...,0,...,0,...,0,...,5,E,10,E,10,E,95,E,270,E,80,E,0,...,71,E,0,...,0,...,170,E,100,E,29,E,313,E,392,E,906,E,835,E,4068,E,2669,E,3745,E,5502,E,2857,E,6164,E,6398,E,11489,E,12044,E,15315,E,13328,E,18851,E,13811,E,14171.14,E,9584.15,E,11117.05,E
South Africa,All,Exports,Value (USD 1000),USD (1000),121500,,108327,,97918,,131795,,104556,,100977,,93812,,102685,,96324,,90276,,115530,E,148268,E,115776,E,99587,E,117393,,154559,,181239,,199030,,256182,,242284,,201620,,219699,,246968,,261846,,272550,,284536,,321485,,395004,,419420,,444585,,406069,,512968,,521013,,443281,,567178,,601605,,573223,,518898,,644975,,518708,,624126,,601300,,716641,,625634.1,,615676.95,,687622.43,
South Africa,All,Imports,Value (USD 1000),USD (1000),14797,,17977,,28726,,27013,,62846,,127656,,75750,,96464,,105649,,70095,,75863,,80620,,66819,,105851,E,130815,,141433,,115443,,90197,,134784,,155406,,126823,,153643,,77547,,57597,,60296,,61788,,49262,,78606,,104911,,126648,,152952,,194927,,241331,,263168,,243644,,274069,,362589,,367019,,428205,,325655,,364274,,427851,,509992,,473679.64,,335940.42,,419168.94,
South Sudan,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3.56,E,68.34,E,0,...
South Sudan,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,374,E,1012,E,575,E,605,E,327,E,48,E,617,E,1360.32,E,1264.95,E,1085.18,E
Spain,All,Exports,Value (USD 1000),USD (1000),244969,,236417,,282334,,410210,,344403,,453559,,290697,,295054,,308800,,354982,,410958,,490548,,670473,,794573,,748792,,779202,,718022,,816157,,1036133,,1207652,,1472136,,1493780,,1552359,,1619411,,1615229,,1837238,,1903305,,2241793,,2581893,,2603184,,2871910,,3258101,,3492514,,3168096,,3339477,,4216974,,3938973,,3990355,,4096581,,3807001,,4155816,,4711052,,5093480,,4753455.6,,4566398.03,,5690236.14,
Spain,All,Imports,Value (USD 1000),USD (1000),151876,,155758,,245674,,409615,,544113,,485275,,528319,,400573,,391077,,413801,,701527,,1289906,,1693398,,1775555,,2302710,,2676974,,2808686,,2628501,,2647321,,3118660,,3151581,,3082821,,3559700,,3305921,,3372480,,3733478,,3867431,,4918928,,5238660,,5648733,,6377813,,7004624,,7125534,,5929660,,6542267,,7340003,,6412813,,6443506,,7049188,,6502993,,7176867,,8032957,,8641041,,8139488.01,,7341747.08,,8869864.84,
Sri Lanka,All,Exports,Value (USD 1000),USD (1000),8857,,11159,,14884,,19688,,14991,,18098,,21302,,18232,,24013,,17682,,22690,,20433,,26296,,23298,,22838,,21786,,31044,,31797,,32407,,56679,,67039,,75914,,101389,,73378,,135691,,101535,,84337,,100826,,96250,,107946,,140611,,173199,,177049,,183301,,175275,,201924,,214138,,250382,,273175,,187284,,189575,,269167,,306175,,299542.03,,215626.74,,340869.54,
Sri Lanka,All,Imports,Value (USD 1000),USD (1000),3480,,2330,,2133,,12388,,18270,,5860,,16356,,15516,,25361,,29020,,30974,,33895,,37197,,22643,,45089,,53116,,58391,,34463,,32089,,58066,,64917,,78398,,66222,,59954,,73382,,76085,,71911,,70172,,65139,,77328,,102239,,113877,,126218,,131340,,141610,,163117,,152145,,179640,,158906,,241075,,254920,,234396,,213416,,229008.78,,199939.01,,141831.22,
Sri Lanka,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,26,,0,...,86,,114,,0,...,0,...,107,,0,...,0,...,90,,264,,623,,93,,2090,,4,,207,,16,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,440,,0,...,58,,1165,,523,,332,,0,...,0,...,12591.36,,4872.37,
St. Pierre and Miquelon,All,Exports,Value (USD 1000),USD (1000),2179,,3412,,3799,,4478,,5539,,7115,,6167,,5898,,7836,,11868,,16352,,22414,,12435,,18628,,25325,,30383,,25375,,299,,242,,583,,3160,E,2695,E,4739,E,6279,E,7054,E,4844,E,4174,E,3399,E,5339,E,6311,E,7130,E,8883,E,9387,E,5250,E,3958,E,2543,E,3079,E,2574,E,1951,E,3137,E,1963,E,2668,E,4680,E,6030.05,E,4953.25,E,7411.03,E
St. Pierre and Miquelon,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,129,,106,,111,,121,,257,,278,,239,,407,,441,,480,E,490,E,370,E,544,,456,,517,,860,E,1718,E,1000,E,1166,E,550,E,832,E,188,E,607,E,165,E,191,E,748,E,917,E,594,E,829,E,166,E,120,E,194,E,222,E,285,E,272,E,336,E,376,E,283,E,217,E,239,E,256.51,E,153.3,E,109.09,E
Sudan,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,263,,1094,E,903,E,1372,,1539,E,1780,,2792,,2411.39,E,1614.86,E,2752,E
Sudan,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5429,,6786,E,5920,E,6465,,7112,E,5582,,4733,,3330.71,E,3748.24,E,1792.54,E
Sudan (former),All,Exports,Value (USD 1000),USD (1000),17,,0,...,67,,190,,422,,389,,320,E,777,,11,,0,...,95,,63,,625,,33,,25,E,20,E,15,E,172,E,190,E,67,,214,,76,,134,,410,,594,,588,,806,,814,,1108,,932,,330,,1176,E,674,,321,,178,,368,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sudan (former),All,Imports,Value (USD 1000),USD (1000),34,,57,,61,,47,,820,,787,,771,,701,,127,,860,E,48,,145,,393,,2411,,2500,E,2300,E,500,E,500,E,250,E,192,,148,,105,,113,,896,,855,,449,,584,,304,,296,,572,,2269,,2899,,1970,,4633,,3865,,8400,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sudan (former),All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,32,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Suriname,All,Exports,Value (USD 1000),USD (1000),3450,E,5070,E,1470,E,1770,E,2240,E,5695,E,4841,E,5132,E,4235,E,4141,E,4250,E,5273,E,1468,,1340,,2024,,763,,2482,,3440,E,49812,,40465,,55763,,45834,,36251,E,37247,,40858,,39701,,37549,E,45973,E,52030,E,46060,E,46271,E,49909,E,53301,E,63288,E,62641,E,64925,E,79279,E,86670,E,89544,E,90518,E,94737,E,107046,E,95550,E,78194.3,E,56548.39,,59608.64,
Suriname,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,3156,,1770,E,2228,,2621,,2443,,2577,,317,,230,E,41,,98,,164,,71,,92,,215,,513,,520,E,1475,,1355,,5055,,5075,,2837,,1898,,6211,,2932,,2781,,3580,,3306,,4092,,3060,,3863,,3230,,4100,,4737,,2981,,4303,,5248,,4414,,5551,E,4095,,5727,,5218,,6941.5,,4956.37,,3948.17,
Suriname,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,34,,56,,276,,280,,517,,738,,819,,426,,0,...,31,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,625.73,
Sweden,All,Exports,Value (USD 1000),USD (1000),44231,,52458,,63534,,91636,,108571,,95443,,89519,,89193,,86500,,80829,,96852,,117792,,154675,,127846,,175077,,169529,,209543,,211242,,266655,,400142,,297969,,346268,,399399,,456978,,476258,,472833,,528310,,709094,,926985,,1185087,,1560884,,1666705,,1914641,,2045915,,2670699,,2865464,,2877978,,3588328,,3885019,,3680508,,4428092,,4143061,,4839445,,4500620.37,,4364749.58,,4835233.05,
Sweden,All,Imports,Value (USD 1000),USD (1000),194589,,218430,,245916,,291971,,325164,,269928,,267591,,261981,,257376,,245222,,333934,,404897,,418409,,408307,,450294,,442464,,468626,,372555,,451285,,546421,,590168,,595455,,638714,,718387,,711688,,733624,,806868,,1049904,,1303654,,1600288,,2029669,,2534071,,2769300,,2620772,,3298179,,3637371,,3622942,,4490103,,4778769,,4421306,,5191746,,4934750,,5630244,,5270508.19,,5066057.76,,5614991.97,
Switzerland,All,Exports,Value (USD 1000),USD (1000),3824,,4506,,2326,,2723,,2357,,2469,,3474,,2960,,4446,,4176,,5646,,7899,,10077,,11144,,11085,,7517,,6804,,5786,,5913,,7246,,4791,,3881,,3275,,3137,,3039,,3021,,4384,,6234,,9241,,10740,,16531,,16806,,24872,,22036,,21451,,25260,,23673,,26851,,23439,,20863,,19647,,20928,,21646,,24438.87,,28017.06,,27332.86,
Switzerland,All,Imports,Value (USD 1000),USD (1000),107549,,138059,,172243,,189195,,210901,,204868,,192535,,193621,,188246,,192653,,263901,,331538,,362960,,345236,,393743,,395896,,393268,,356361,,394790,,421786,,399442,,364064,,389849,,379121,,357029,,369654,,358027,,406002,,452141,,473378,,531383,,596812,,653692,,631826,,669993,,773329,,736568,,831133,,861755,,768208,,811132,,847858,,880022,,828647.29,,875037.03,,937664.05,
Syrian Arab Republic,All,Exports,Value (USD 1000),USD (1000),163,,113,,183,,177,,182,,140,,46,,83,,255,,43,,0,...,21,,78,,42,,0,...,47,,22,,36,,105,,360,,37,E,183,E,113,E,23,E,105,E,268,E,138,E,29,,133,E,186,,260,,270,E,266,,676,,137,,617,E,266,E,185,E,227,E,302,E,497,E,604,E,691,E,972.13,E,677.11,E,72.43,E
Syrian Arab Republic,All,Imports,Value (USD 1000),USD (1000),1770,,5300,,10072,,10703,,14136,,19672,,15239,,19351,,13970,,13026,,745,,2747,,419,,978,,577,,451,,546,,1891,,1452,E,61996,,24869,,39394,,50881,,55056,,41012,,12512,,24756,,25858,,25599,,23608,,37226,,42411,,41085,,68202,,58747,,65648,E,48483,E,50712,E,75244,E,41375,E,36672,E,32643.5,E,47277,E,53975.5,E,21159.89,E,22351.07,E
Taiwan Province of China,All,Exports,Value (USD 1000),USD (1000),431893,,514740,,694741,,742012,,809734,,831592,,756238,,850179,,871976,,999128,,1452176,,1870342,,1791873,,1454717,,1297026,,1351960,,1645273,,2166328,,1822389,,1830215,,1778588,,1789085,,1592779,,1713258,,1762576,,1810205,,1611806,,1291189,,1806042,,1650913,,1459089,,1650535,,1568305,,1576963,,1941524,,2265881,,2252813,,1976873,,1827474,,1619492,,1662472,,1870699,,1977776,,1884335.48,,1503233.85,,1714167.89,
Taiwan Province of China,All,Imports,Value (USD 1000),USD (1000),180479,,182942,E,305459,,496353,,485550,,857724,,1107061,,825107,,932500,,894416,,1130798,,1163679,,1447763,,1420226,,1027320,E,952830,E,863554,,775753,,684970,,674177,,686633,,694768,,552476,,594881,,578933,,565893,,496541,,494222,,517812,,559838,,579513,,625345,,781133,,825277,,964896,,1093057,,1156653,,1141613,,1306131,,1345835,,1380212,,1508568,,1674523,,1737026.27,,1801048.57,,1832365.13,
Taiwan Province of China,All,Reexports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2352,,4893,,6679,,6493,,2561,,2647,,1538,,1498,,2741,,1874,,1505,,1662,,1395,,1368,,1439,,5207,,1717,,1843,,2314,,4396,,2179,,3665,,8249,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Tajikistan,All,Exports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,113.91,,0,...,0.06,E,0,...
Tajikistan,All,Imports,Value (USD 1000),USD (1000),0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,150,E,288,E,114,E,242,E,177,E,143,E,212,E,199,E,260,E,377,E,426,E,519,E,954,E,1016,E,1454,E,1133,E,3111,E,2957,E,3045,E,2181,E,2652,E,2357,E,1885.25,,3616.54,,5043.46,,5236.11,,5845.65,,7632.7,
"Tanzania, United Rep. of",All,Exports,Value (USD 1000),USD (1000),386,,741,E,473,,604,,409,,484,,397,,1969,,2837,,1260,E,3176,E,4490,,6888,E,4245,E,6383,,7922,,7024,,12775,,19118,,20381,,41344,,64691,,83643,,62658,,99012,,114327,,119513,,134345,,117569,,144646,,137325,E,168640,,188218,,148408,,154121,,153327,,169837,,133246,,167963,,161718,,142622,,187368,,163559,E,175250.58,,148199.02,,171186.55,
